"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-01","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410241","9.1.2.2","31.8","","","","1"
"2022-01","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410242","9.1.2.3","37.5","","","","1"
"2022-01","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410243","9.1.2.4","1911","","","","0"
"2022-01","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410244","9.1.2.5","1756","","","","0"
"2022-01","Prairies Region","2016A00014","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410245","9.1.2.6","2067","","","","0"
"2022-01","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410246","9.1.3.1","52.4","","","","1"
"2022-01","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410247","9.1.3.2","49.5","","","","1"
"2022-01","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410248","9.1.3.3","55.3","","","","1"
"2022-01","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410249","9.1.3.4","2898","","","","0"
"2022-01","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410250","9.1.3.5","2739","","","","0"
"2022-01","Prairies Region","2016A00014","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410251","9.1.3.6","3057","","","","0"
"2022-01","Prairies Region","2016A00014","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410252","9.2.1.1","12.8","","","","1"
"2022-01","Prairies Region","2016A00014","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410253","9.2.1.2","9.9","","","","1"
"2022-01","Prairies Region","2016A00014","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410254","9.2.1.3","16.2","","","","1"
"2022-01","Prairies Region","2016A00014","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410255","9.2.1.4","352","E","","","0"
"2022-01","Prairies Region","2016A00014","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410256","9.2.1.5","269","E","","","0"
"2022-01","Prairies Region","2016A00014","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410257","9.2.1.6","435","E","","","0"
"2022-01","Prairies Region","2016A00014","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410258","9.2.2.1","30.6","","","","1"
"2022-01","Prairies Region","2016A00014","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410259","9.2.2.2","26.6","","","","1"
"2022-01","Prairies Region","2016A00014","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410260","9.2.2.3","34.9","","","","1"
"2022-01","Prairies Region","2016A00014","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410261","9.2.2.4","842","","","","0"
"2022-01","Prairies Region","2016A00014","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410262","9.2.2.5","729","","","","0"
"2022-01","Prairies Region","2016A00014","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410263","9.2.2.6","954","","","","0"
"2022-01","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410264","9.2.3.1","56.6","","","","1"
"2022-01","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410265","9.2.3.2","52.1","","","","1"
"2022-01","Prairies Region","2016A00014","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410266","9.2.3.3","60.9","","","","1"
"2022-01","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410267","9.2.3.4","1554","","","","0"
"2022-01","Prairies Region","2016A00014","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410268","9.2.3.5","1434","","","","0"
"2022-01","Prairies Region","2016A00014","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410269","9.2.3.6","1674","","","","0"
"2022-01","Prairies Region","2016A00014","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410270","9.3.1.1","13.2","","","","1"
"2022-01","Prairies Region","2016A00014","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410271","9.3.1.2","10.4","","","","1"
"2022-01","Prairies Region","2016A00014","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410272","9.3.1.3","16.4","","","","1"
"2022-01","Prairies Region","2016A00014","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410273","9.3.1.4","367","","","","0"
"2022-01","Prairies Region","2016A00014","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410274","9.3.1.5","286","","","","0"
"2022-01","Prairies Region","2016A00014","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410275","9.3.1.6","447","","","","0"
"2022-01","Prairies Region","2016A00014","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410276","9.3.2.1","38.5","","","","1"
"2022-01","Prairies Region","2016A00014","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410277","9.3.2.2","34.5","","","","1"
"2022-01","Prairies Region","2016A00014","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410278","9.3.2.3","42.5","","","","1"
"2022-01","Prairies Region","2016A00014","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410279","9.3.2.4","1070","","","","0"
"2022-01","Prairies Region","2016A00014","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410280","9.3.2.5","961","","","","0"
"2022-01","Prairies Region","2016A00014","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410281","9.3.2.6","1178","","","","0"
"2022-01","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410282","9.3.3.1","48.3","","","","1"
"2022-01","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410283","9.3.3.2","44.3","","","","1"
"2022-01","Prairies Region","2016A00014","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410284","9.3.3.3","52.4","","","","1"
"2022-01","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410285","9.3.3.4","1344","","","","0"
"2022-01","Prairies Region","2016A00014","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410286","9.3.3.5","1235","","","","0"
"2022-01","Prairies Region","2016A00014","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410287","9.3.3.6","1453","","","","0"
"2022-01","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410288","10.1.1.1","14.9","","","","1"
"2022-01","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410289","10.1.1.2","11.1","","","","1"
"2022-01","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410290","10.1.1.3","19.4","","","","1"
"2022-01","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410291","10.1.1.4","158","E","","","0"
"2022-01","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410292","10.1.1.5","116","E","","","0"
"2022-01","Manitoba","2016A000246","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410293","10.1.1.6","200","E","","","0"
"2022-01","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410294","10.1.2.1","32.9","","","","1"
"2022-01","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410295","10.1.2.2","27.8","","","","1"
"2022-01","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410296","10.1.2.3","38.2","","","","1"
"2022-01","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410297","10.1.2.4","348","","","","0"
"2022-01","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410298","10.1.2.5","294","","","","0"
"2022-01","Manitoba","2016A000246","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410299","10.1.2.6","401","","","","0"
"2022-01","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410300","10.1.3.1","52.2","","","","1"
"2022-01","Manitoba","2016A000246","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410301","10.1.3.2","46.7","","","","1"
